exam_year,exam_session,exam_course,question_number,content,answer,explanation,subject
2024,52,2교시,87,환자의 피부혈관계 자율신경손상 여부를 알아보기 위해 할 수 있는 발한 검사는? ① 눈압박 검사 ② 피부흥반 검사 ③ 요오드녹말 검사 ④ 얼음물담그기 검사 ⑤ 목동맥팽대반사 검사,③ 요오드녹말 검사,"자율신경계 검사 (발한 기능)
요오드-녹말 검사 (Iodine-starch test):
땀(수분)이 요오드와 녹말을 만나면 검은색으로 변하는 화학반응 이용
피부에 요오드와 녹말가루를 바른 후 발한을 유도
땀이 나지 않는 부위(자율신경손상)는 색 변화가 없음",물리치료 진단평가 (신경계)
2024,52,2교시,88,"비우세 대뇌반구의 관자엽이나 마루엽에 결손이 있을 때, 환자가 마비 측 신체를 제대로 인지하지 못하고 시각정보에 제한이 있다면 필요한 검사는? ① 교대불빛 검사 ② 직선이등분 검사 ③ 10m 보행 검사 ④ 기능적 팔 뻗기 검사 ⑤ 딕스-홀파이크 검사",② 직선이등분 검사,"편측무시(Unilateral neglect) 검사
증상: 비우세반구(보통 오른쪽) 마루엽 손상. 마비 측(왼쪽) 신체나 공간 인지 못함
검사:
     직선이등분 검사 (Line bisection test): 긴 선을 그어주고 가운데를 표시하라고 함 (한쪽으로 치우침)
     글자/별표 말소 검사 (Cancellation test)",물리치료 진단평가 (신경계)
2024,52,2교시,89,"정상 영아에게 나타나는 원시반사로, 태내에서 시작하고 출생 후 3~4개월에 사라지는 반사는? ① 양서류반응 ② 낙하산반사 ③ 먹이찾기반사 ④ 유인원자세반응 ⑤ 시각바로잡기반사",③ 먹이찾기반사,"원시반사(Primitive reflex) 소실 시기
먹이찾기반사 (Rooting reflex): 뺨 자극 시 입을 돌리는 반사. 생존에 필요
출현/소실: 태내 시작. 출생 후 3~4개월경 소실(통합)
② 낙하산반사 ⑤ 시각바로잡기: 원시반사 아님 (평생 지속 또는 발달 후 나타남)",물리치료 진단평가 (아동)
2024,52,2교시,90,심방이 재분극되면서 심실이 탈분극할 때의 심전도 파형은? ① P파 ② T파 ③ PR분절 ④ ST분절 ⑤ QRS복합파,⑤ QRS복합파,"심전도(ECG) 파형 의미
P파: 심방 탈분극 (수축)
QRS복합파: 심실 탈분극 (수축).
(동시에 **심방 재분극(이완)**이 일어나지만 QRS파의 강한 전위에 묻혀서 보이지 않음)
T파: 심실 재분극 (이완)",물리치료 진단평가 (심폐계)
2024,52,2교시,91,안정협심증 환자에게 시행한 6분 보행 검사에 관한 설명으로 옳은 것은? ① 최대운동검사이다 ② 검사 중 힘들어도 멈출 수 없다 ③ 점증적으로 보행속도를 높여야 한다 ④ 환자가 걸은 최대 거리를 측정한다 ⑤ 검사자가 환자의 앞에 서서 보행속도를 주도한다,④ 환자가 걸은 최대 거리를 측정한다,"6분 보행 검사 (6 Minute Walk Test, 6MWT)
목적: 6분 동안 '안전하게 걸을 수 있는 최대 거리' 측정 (심폐 지구력 평가)
방법: 최대하(Submaximal) 검사 (① 아님)
환자 스스로 속도를 조절 (⑤ 아님)
힘들면 쉬었다가 다시 걸을 수 있음 (② 아님)",물리치료 진단평가 (심폐계)
2024,52,2교시,92,폐공기증 환자의 기도 폐쇄 정도를 평가하기 위해 공기를 최대로 들이마신 후 1초 안에 허파의 공기를 폭발적으로 내쉬는 검사는? ① 최대날숨압 검사 ② 폐확산능력 검사 ③ 최대날숨유속 검사 ④ 최대환기량 검사 ⑤ 기관지수축유발 검사,③ 최대날숨유속 검사,"폐기능 검사(PFT) 용어
질환: 폐공기증(Emphysema) - 폐쇄성 폐질환
검사: 최대 노력성 날숨(FVC) 중 처음 1초간 내쉰 공기량 (FEV1)
FEV1 / FVC 비율 (FEV1%)은 기도 폐쇄 정도를 나타내는 중요 지표
이 검사를 포괄하는 용어가 최대날숨유속(Peak Expiratory Flow, PEF) 또는 노력성 폐활량 측정",물리치료 진단평가 (심폐계)
2024,52,2교시,93,만성기관지염 환자의 폐기능 검사 결과로 옳은 것은? ① 들숨용량 증가 ② 일회호흡량 증가 ③ 날숨예비량 증가 ④ 기능잔기용량 증가 ⑤ 1초간노력성날숨량 증가,④ 기능잔기용량 증가,"폐쇄성 폐질환(COPD) (만성기관지염, 폐공기증)의 폐기능 특징
기도 폐쇄: 날숨(Expiration)이 어려움
공기가 폐에 갇힘 (Air trapping)
결과:
     1초간노력성날숨량(FEV1) 감소 (⑤ 아님)
     잔기용량(RV) 증가
     기능잔기용량(FRC) 증가 (FRC = RV + ERV)",물리치료 진단평가 (심폐계)
2024,52,2교시,94,햇빛에 노출된 피부에 홍반을 동반한 가려움증이 나타났을 때 하는 검사는? ① 광검사 ② 확대경검사 ③ 암시야검사 ④ 피부접촉검사 ⑤ 투베르쿨린검사,① 광검사,"피부과 검사
증상: 햇빛(광선) 노출 후 피부 반응 (홍반 가려움)
의심: 광과민증 (Photosensitivity)
검사: 광검사(Phototest) 또는 광첩포검사(Photopatch test)
특정 파장의 자외선(UVA, UVB)이나 가시광선을 피부에 쪼여 반응을 확인",물리치료 진단평가 (피부)
2024,52,2교시,95,아토피 피부염에서 흔히 나타나며 표피 전체와 진피의 일부가 가죽처럼 두꺼워지고 피부의 광택과 유연성이 감소하며 피부주름이 뚜렷해지는 피부 징후는? ① 딱지 ② 비늘 ③ 균열 ④ 흉터 ⑤ 태선화,⑤ 태선화,"피부 병변 용어
원인: 아토피 피부염 등 만성적 가려움증으로 계속 긁음
결과: 피부가 두꺼워지고(Thickening) 주름이 뚜렷해짐 (가죽 질감)
용어: 태선화 (Lichenification)",물리치료 진단평가 (피부)
2024,52,2교시,96,"최적의 중재법을 선택하기 위하여 근거중심물리치료를 수행 할 때, 물리치료사의 의사결정이 필요한 내용을 PICO(P: 환자, I: 중재법, C: 비교가 되는 중재법, O: 목표로 하는 결과)의 형태로 구체화하고 조직화하는 단계는? ① 근거 검색 ② 근거 선택 ③ 임상 적용 ④ 치료결과 평가 ⑤ 임상질문 작성",⑤ 임상질문 작성,"근거중심실무(EBP) 5단계
1단계: 임상질문 작성 (Ask) - PICO 형태로 질문 구체화
2단계: 근거 검색 (Acquire)
3단계: 근거 비평 (Appraise)
4단계: 임상 적용 (Apply)
5단계: 평가 (Assess)
PICO는 1단계 '임상질문 작성'의 핵심 요소",물리치료 진단평가 (연구방법론)
2024,52,2교시,97,"한 명의 대상자 또는 동일한 특성으로 묶인 한 집단을 대상으로 중재에 대하여 어떤 반응을 보이는지 알아보기 위한 연구 형태는? ① 메타분석 ② 단면연구 ③ 체계적고찰 ④ 단일사례연구 ⑤ 무작위대조군연구
정답: ④ 단일사례연구
정답: ④ 단일사례연구
핵심: '한 명의 대상자' '한 집단'
이는 단일사례연구(Single-subject research design)의 정의
대상자에게 중재(I)를 적용하고 그 반응(O)을 반복 측정 (예: ABAB 디자인)
분류: 물리치료 진단평가 (연구방법론)
98. 국제기능·장애·건강분류(ICF)를 구성하는 건강요소 중에서 '개개인의 사회적 역할 수행'을 의미하는 용어는? ① 활동 ② 참여 ③ 건강상태 ④ 환경요인 ⑤ 개인요인",② 참여,"ICF 모델 구성요소
신체기능/구조: (Body Function/Structure)
활동 (Activity): 개인이 과제를 수행하는 것 (예: 걷기 옷 입기)
참여 (Participation): '사회적 역할 수행' (예: 직장 가기 학교 가기 동호회 활동)
환경/개인요인: (Contextual Factors)",물리치료 진단평가 (ICF)
2024,52,2교시,99,환자/고객관리모델에서 다음과 같은 정보를 바탕으로 측정 항목을 결정하는 단계는? • 가슴 앞을 가로질러 오른쪽 팔을 뻗을 때 어깨 통증을 호소함 • 팔을 위로 들어 옷을 입고 벗기가 어렵다고 호소함 • 배드민턴 동호회 활동을 하지 못함 ① 검진 ② 평가 ③ 중재 ④ 예후 ⑤ 물리치료 진단,① 검진,"환자/고객관리모델 (Patient/Client Management Model)
검진 (Examination): 환자의 주관적 정보(병력 청취)와 객관적 정보(검사/측정)를 수집하는 단계.
     병력 청취 (History): 환자의 호소(통증 옷 입기 어려움 활동 제한)를 듣는 것
     체계 검토 (Systems Review)
     검사 및 측정 (Tests and Measures): 병력 청취를 바탕으로 '측정 항목을 결정' (예: ROM MMT 특수검사)
평가 (Evaluation): 검진(①)에서 수집한 정보를 해석하고 판단하는 과정
제시된 내용은 환자의 호소(병력)를 듣고 어떤 검사(측정 항목)를 할지 결정하는 '검진' 단계에 해당",물리치료 진단평가 (관리모델)
2024,52,2교시,100,"척수손상환자가 퇴원 후 일상생활활동에 제한이 있어 가정방문 물리치료를 의뢰하였다. 자조, 이동성, 호흡 및 항문 위생 등 3가지 영역의 19개 항목을 인터뷰와 관찰의 형태로 평가하는 측정도구는? ① 바델지수 ② 운동평가척도 ③ ASIA 장애척도 ④ 척수손상독립측정 ⑤ 기능적독립측정",④ 척수손상독립측정,"척수손상(SCI) 특화 평가도구
척수손상독립측정 (Spinal Cord Independence Measure, SCIM):
SCI 환자의 ADL 수행 능력을 평가하는 도구
구성: 자조(Self-care) 호흡/항문(Respiration/Sphincter) 이동성(Mobility) (총 19개 항목)",물리치료 진단평가 (신경계)
2024,52,2교시,101,물리치료사는 가설지향알고리즘 II 절차에 따라 다음의 정량적 결과를 수집하였다. SOAP 노트의 어느 단락에 기록해야 하는가? • 오른쪽 무릎 통증: VAS 6 • 다리기능척도(LEFS): 26점 ① 예후 ② 치료계획 ③ 주관적 정보 ④ 객관적 정보 ⑤ 문제목록 작성,④ 객관적 정보,"SOAP 노트 작성
S (Subjective): 주관적 정보 (환자의 말)
O (Objective): 객관적 정보 (치료사가 측정/관찰한 '정량적 결과')
     VAS (시각통증척도) 점수
     LEFS (기능척도) 점수
     ROM MMT 특수검사 결과 등
A (Assessment): 평가 진단 예후
P (Plan): 치료계획",물리치료 진단평가 (기록)
2024,52,2교시,102,"연구를 목적으로 환자의 정보를 수집하고자 할 때, 연구 윤리로 옳은 것은? ① 환자는 동의한 후 본인의 결정을 번복할 수 없다 ② 환자에게 연구 목적과 자료수집 과정을 비밀로 한다 ③ 정보를 수집한 후 기관생명윤리위원회에 심의를 신청한다 ④ 물리치료사는 환자의 동의를 구하는 절차를 생략할 수 있다 ⑤ 환자에게 연구 목적을 충분히 설명하고, 동의서를 받은 후 연구를 진행한다","⑤ 환자에게 연구 목적을 충분히 설명하고, 동의서를 받은 후 연구를 진행한다","연구 윤리 (IRB)
사전 동의 (Informed Consent): 연구 진행 전 반드시 환자(대상자)에게 연구 목적 절차 위험 이익 등을 '충분히 설명'하고 '자발적인 동의서'를 받아야 함
① 동의 후에도 언제든 철회 가능
② 비밀 유지 반대 (설명 의무)
③ 심의 신청은 정보 수집 '전'에 받아야 함",물리치료 진단평가 (연구윤리)
2024,52,2교시,103,뇌졸중으로 운동치료를 받던 환자가 병원균에 감염되어 격리치료를 받게 되었다. 물리치료사와 친분이 있는 다른 환자가 A 환자의 격리치료 사유를 물어볼 때 대응방법으로 옳은 것은? ① 물리치료실 책임자와 상의 후 알려준다 ② 담당 간호사를 찾아가서 알아보라고 한다 ③ 자세하게 알려주고 감염에 관해 주의를 시킨다 ④ 사유를 알려주면서 혼자만 알고 있으라고 한다 ⑤ 개인정보이므로 알려줄 수 없음을 설명한다,⑤ 개인정보이므로 알려줄 수 없음을 설명한다,의료 윤리 (비밀유지 원칙) 의료인은 환자의 질병 및 치료에 관한 모든 정보를 비밀로 유지해야 할 의무가 있음 (환자의 개인정보) 친분이 있더라도 타 환자의 정보를 절대 누설해서는 안 됨 '개인정보보호' 원칙에 따라 알려줄 수 없음을 설명하는 것이 정답,물리치료 진단평가 (의료윤리)
2024,52,2교시,104,"환자가 근력검사를 받는 다리를 위로 하고 옆으로 누운 자세에서 저항 없이 중력에 대항하여 다리 벌림을 하였으나, 완전 운동범위를 수행하지 못하였다. 추가로 해야 할 이학적 검사는? ① 오버 검사 ② 엘라이 검사 ③ 펠프스 검사 ④ 토마스 검사 ⑤ 트렌델렌부르크 검사",⑤ 트렌델렌부르크 검사,"MMT 및 근력 약화 평가
상황: 옆으로 누워 다리 벌림 (엉덩관절 벌림, Gluteus medius)
결과: 중력 저항(Fair, 3등급)으로 완전 범위 수행 못함 (Fair- 또는 Poor+)
이는 중간볼기근(Gluteus medius) 약화 의심
추가 검사: 중간볼기근 약화를 확인하는 다른 검사
⑤ 트렌델렌부르크 검사 (Trendelenburg test): 중간볼기근 약화 시 지지하는 쪽 골반이 내려가는 징후 확인",물리치료 진단평가 (MMT / 근골격계)
2024,52,2교시,105,8개월 유아를 둔 부모가 자녀의 운동발달 지연 여부를 알아보기 위하여 물리치료실에 온 경우 사용할 수 있는 평가 도구는? ① 대동작기능평가 ② 신생아행동평가척도 ③ 대동작기능분류체계 ④ 앨버타유아운동발달평가 ⑤ 수정된 영유아자폐점검표,④ 앨버타유아운동발달평가,"영유아 발달 평가도구
대상: 8개월 유아
AIMS (Alberta Infant Motor Scale, 앨버타):
     대상 연령: 출생 ~ 18개월 (8개월 포함)
     특징: 정상 발달 아동 및 발달 지연 위험군 아동의 대동작(Gross motor) 발달을 평가
① GMFM: 주로 뇌성마비 아동 대상
② NBAS: 신생아(출생 직후) 대상
③ GMFCS: 뇌성마비 아동의 기능 '분류' 체계","물리치료 진단평가 (아동)
(2교시)"
2024,52,1교시,1,뼈되기근육염의 임상양상은? ① 전신발열이 발생 ② 전신감염 후에 발생 ③ 발생 부위에 국소압통 발생 ④ 후 지속적 고정 시 발생 ⑤ 초기 증상은 없고 과운동성이 발생,③ 발생 부위에 국소압통 발생,"뼈되기근육염 (Myositis Ossificans) 근육 조직 내에 뼈 조직(이소성 골화)이 생기는 것 주로 타박상(Contusion) 등 외상 후 발생
임상 양상:
     외상 후 1~2주 뒤 발생 부위가 붓고 단단해짐
     국소압통 (Local tenderness) 및 통증
     관절운동범위(ROM) 제한",물리치료 중재 (근골격계)
2024,52,1교시,2,물리치료사가 옆으로 누운 환자의 위쪽 다리의 엉덩관절과 무릎관절을 굽힘한 상태에서 모음하였더니 볼기 부위에 통증과 넙다리 뒤쪽으로 방사통이 나타났다. 관련된 질환의 양상은? ① 두덩결합 분리 ② 궁둥구멍근 비대 ③ 넙다리곧은근 약화 ④ 서 있을 때 통증 감소 ⑤ 오른쪽 뻗은 다리 올림 시 통증 감소,② 궁둥구멍근 비대,"궁둥구멍근 증후군 (Piriformis Syndrome)
궁둥구멍근(Piriformis): 엉덩관절 굽힘 시 가쪽돌림 / 폄 시 벌림 작용
검사: 엉덩관절 굽힘 + 모음 + 안쪽돌림 시 궁둥구멍근이 신장(Stretch)되면서 아래 궁둥신경(좌골신경) 자극
증상: 볼기(엉덩이) 통증 및 넙다리 뒤쪽 방사통 (좌골신경통 유사)
양상: 궁둥구멍근 비대(Hypertrophy) 또는 단축(Tightness)이 원인",물리치료 중재 (근골격계)
2024,52,1교시,3,손등으로 바닥을 짚고 넘어지면서 노뼈의 먼쪽 골절 후 골절편이 손바닥쪽으로 이동되는 변형은? ① Z형 변형 ② 포크 변형 ③ 정원삽 변형 ④ 백조목 변형 ⑤ 갈퀴손 변형,③ 정원삽 변형,"먼쪽 노뼈(Distal radius) 골절 변형
넘어진 방식: 손등으로 바닥 짚음 (손목 굽힘 상태)
골절편 이동: 손바닥쪽(Volar/Palmar)
변형: 스미스 골절 (Smith's fracture)
별칭: 정원삽 변형 (Garden spade deformity)
② 포크 변형 (Dinner fork deformity): 콜리스 골절(Colles' fracture). 손바닥으로 짚음. 골절편이 손등쪽(Dorsal) 이동",물리치료 중재 (근골격계)
2024,52,1교시,4,환자가 높은 곳에서 지면을 발로 디디면서 떨어져 목말뼈가 정강뼈와 종아리뼈 사이로 솟아올라 종아리뼈의 먼쪽 골절과 뼈사이인대가 파열된 골절은? ① 포트골절 ② 범퍼골절 ③ 발배뼈골절 ④ 뒤퓌트랑골절 ⑤ 발꿈치뼈골절,④ 뒤퓌트랑골절,"발목 골절 유형
기전: 높은 곳에서 떨어져 목말뼈(Talus)가 정강-종아리 사이(Mortise)를 뚫고 올라감
손상: 종아리뼈(Fibula) 먼쪽 골절 + 뼈사이인대(Interosseous ligament) 파열 (인대결합 손상)
명칭: 뒤퓌트랑 골절 (Dupuytren's fracture) / (Maisonneuve fracture와 유사 기전)",물리치료 중재 (근골격계)
2024,52,1교시,5,레그-칼베-페르테스병의 임상양상은? ① 발목 통증이 심함 ② 밖굽이무릎으로 변형됨 ③ 장딴지근이 가성비대됨 ④ 엉덩관절 굽힘근이 단축됨 ⑤ 양쪽 다리 길이가 차이 없음,④ 엉덩관절 굽힘근이 단축됨,"LCPD (Legg-Calvé-Perthes Disease) 넙다리뼈머리(Femoral head) 무혈성 괴사 (소아)
임상 양상:
     엉덩관절 통증 (때때로 무릎 통증 방사)
     다리 절뚝거림 (Limping)
     엉덩관절 벌림(Abduction) 및 안쪽돌림(Internal rotation) 제한
     엉덩관절 굽힘근(Hip flexor) 단축으로 인한 굽힘 구축(Flexion contracture) 발생
     환측 다리 길이 단축 (⑤ 아님)",물리치료 중재 (근골격계/소아)
2024,52,1교시,6,"바로선자세의 환자 이마면 평가 시, 양쪽 무릎이 맞닿고 양쪽 안쪽복사 사이가 7cm로 벌어졌다. 관련된 기형의 특성으로 옳은 것은? ① 반막근이 단축 ② 반힘줄근이 단축 ③ 넙다리빗근이 단축 ④ 안쪽곁인대가 늘어남 ⑤ 엉덩정강근막띠가 늘어남",④ 안쪽곁인대가 늘어남,"무릎 변형 (Genu Valgum)
소견: 밖굽이무릎 (Genu valgum)
     양쪽 무릎이 맞닿음 (Knock-knee)
     안쪽복사(Medial malleolus) 사이 벌어짐
특성 (Genu valgum):
     무릎 안쪽(Medial) 구조물 (예: 안쪽곁인대 MCL)은 과도하게 늘어남(Stretched)
     무릎 가쪽(Lateral) 구조물 (예: 엉덩정강근막띠 IT band)은 단축(Tightened) (⑤ 아님)
     넙다리빗근(Sartorius) 등 안쪽 근육은 늘어남 (③ 아님)",물리치료 중재 (근골격계)
2024,52,1교시,7,오목위팔관절 탈구의 합병증에 관한 설명으로 옳은 것은? ① 뒤쪽 탈구로 인한 힐삭스병변 ② 앞쪽 탈구로 인한 겨드랑신경 손상 ③ 뒤쪽 탈구로 인한 뱅가르트병변 ④ 앞쪽 탈구로 인한 위팔뼈작은결절 골절 ⑤ 뒤쪽 탈구로 인한 부리돌기 골절,② 앞쪽 탈구로 인한 겨드랑신경 손상,"어깨관절 탈구 합병증
앞쪽 탈구 (Anterior dislocation): 가장 흔함
     위팔뼈머리가 앞아래로 빠짐
     합병증:
         겨드랑신경 (Axillary nerve) 손상 (가장 흔한 신경손상)
         뱅가르트 병변 (Bankart lesion): 앞아래쪽 관절테두리 파열 (③ 아님)
         힐삭스 병변 (Hill-Sachs lesion): 위팔뼈머리 뒤가쪽 압박골절 (① 아님)
         위팔뼈 큰결절(Greater tuberosity) 골절 (④ 아님)",물리치료 중재 (근골격계)
2024,52,1교시,8,L4 허리뼈 아래의 척추사이원반이 뒤가쪽으로 탈출되어 신경눌림이 발생했을 때 나타날 수 있는 증상은? ① 큰엉덩근의 근력약화 ② 넙다리 안쪽의 감각이상 ③ 아킬레스힘줄반사의 소실 ④ 발뒤꿈치 가쪽의 감각이상 ⑤ 긴엄지발가락폄근의 근력약화,⑤ 긴엄지발가락폄근의 근력약화,"추간판 탈출증 (HIVD) 레벨별 증상
L4 허리뼈 아래: L4-L5 척추사이원반(Disc) 탈출
눌리는 신경: L5 신경뿌리 (Nerve root)
L5 신경 증상:
     근력 약화: 긴엄지발가락폄근(EHL) 발등굽힘(Dorsiflexion) 약화
     감각 이상: 종아리 가쪽 발등
     반사: 해당 없음
① 큰엉덩근 약화: S1
② 넙다리 안쪽 감각: L2/L3
③ 아킬레스 반사 소실: S1
④ 발 가쪽 감각: S1",물리치료 중재 (신경계/근골격계)
2024,52,1교시,9,전신성 자가면역질환인 류마티스관절염에 관한 설명으로 옳은 것은? ① 헤베르덴결절이 발생한다 ② 관절연골 침범부터 시작된다 ③ 대칭성으로 다관절에 발생한다 ④ 체중부하관절에 주로 발생한다 ⑤ 야간에 심한 발작성 통증이 발생한다,③ 대칭성으로 다관절에 발생한다,"류마티스관절염 (Rheumatoid Arthritis, RA) 특징
자가면역질환. 관절의 윤활막(Synovium) 침범 (② 아님)
특징:
     대칭성 (Symmetric)
     다관절 (Polyarticular)
     주로 손가락 발가락 등 작은 관절 침범
① 헤베르덴결절: 퇴행성 관절염(OA)
④ 체중부하관절: OA
⑤ 야간 발작성 통증: 통풍(Gout)",물리치료 중재 (근골격계)
2024,52,1교시,10,어깨관절 탈구 환자에게 고정을 제거한 후 초기에 팔꿉관절의 능동운동을 먼저 시켜야 하는 이유는? ① 위팔근의 근력강화 ② 어깨관절의 폄 운동을 보조 ③ 어깨세모근의 뼈되기근육염 발생 방지 ④ 관절오목에서 위팔뼈머리의 관절일치성 유지 ⑤ 관절내 위팔두갈래근의 긴갈래힘줄 유착 방지,⑤ 관절내 위팔두갈래근의 긴갈래힘줄 유착 방지,"어깨 탈구 후 초기 재활
어깨관절 고정 시 위팔두갈래근(Biceps) 긴갈래(Long head) 힘줄이 유착(Adhesion)되기 쉬움
이 힘줄은 관절주머니 안(Intra-articular)을 지나감
초기 팔꿉관절(Elbow) 굽힘/폄 능동운동은 이 힘줄을 활주(Gliding)시켜 유착 방지",물리치료 중재 (근골격계)
2024,52,1교시,11,다음과 같이 부하의 변화를 적용하는 운동치료는? [표: 1세트 10RM 100% / 2세트 10RM 75% / 3세트 10RM 50%] ① 다프레(DAPRE) ② 옥스퍼드(Oxford) ③ 멕퀸(McQueen) ④ 델롬(DeLorme) ⑤ 플라이오메트릭,② 옥스퍼드(Oxford),"점진적 저항운동(PRE) 기법
델롬 (DeLorme): 점증 부하 (50% → 75% → 100%) (Warm-up)
옥스퍼드 (Oxford): 점감 부하 (100% → 75% → 50%) (Fatigue)
제시된 표는 부하가 100%에서 50%로 점차 감소하므로 옥스퍼드 기법",물리치료 중재 (운동치료)
2024,52,1교시,12,"굳은어깨 소견으로 통증을 호소하는 환자의 통증을 줄이기 위한 진동기법 관절가동술은? ① 작은 진폭, 가동범위의 시작 시 적용 ② 큰 진폭, 가동범위의 제한을 넘어서 적용 ③ 작은 진폭, 가동범위 제한을 넘어서 적용 ④ 큰 진폭, 가동범위 제한까지 실시하고, 조직저항까지 압력을 가함 ⑤ 작은 진폭, 가동범위 제한까지 실시하고, 조직저항까지 압력을 가함","① 작은 진폭, 가동범위의 시작 시 적용","메이틀랜드(Maitland) 관절가동술 등급
목적: 통증 조절 (굳은어깨 초기)
등급 I: 작은 진폭(Small amplitude)의 진동(Oscillation)을 가동범위 시작(Beginning) 부위에서 적용
등급 I은 관절 내 기계수용기(Mechanoreceptor)를 자극하여 통증을 조절 (관문조절설)",물리치료 중재 (도수치료)
2024,52,1교시,13,"무릎 가쪽 통증, 넙다리뼈큰돌기주머니염 소견과 과도한 골반 앞기울임 자세가 나타나는 환자를 위한 물리치료는? ① 큰볼기근 강화 ② 배곧은근 뻗침 ③ 중간볼기근 뻗침 ④ 넙다리네갈래근 강화 ⑤ 넙다리근막긴장근 뻗침",⑤ 넙다리근막긴장근 뻗침,"복합적 증상 분석
무릎 가쪽 통증: 엉덩정강근막띠(IT band) 마찰 증후군 의심
큰돌기주머니염: TFL/IT band가 큰돌기를 압박
과도한 골반 앞기울임: 엉덩허리근(Iliopsoas) 및 넙다리근막긴장근(TFL) 단축
공통 원인: 넙다리근막긴장근(TFL)의 과활성 및 단축
치료: 단축된 넙다리근막긴장근 뻗침(Stretching)",물리치료 중재 (운동치료)
2024,52,1교시,14,기계적 뻗침운동에 관한 설명으로 옳은 것은? ① 수축기법과 이완기법이 포함되어 있다 ② 빠르고 강한 강도의 간헐적 뻗침을 한다 ③ 치료사가 뻗침되는 근육에 손으로 외적 힘을 가한다 ④ 순간적으로 뻗치기 위해 작용근의 반복적 수축을 이용한다 ⑤ 무게 도르래를 이용하여 장시간 동안 뻗침력을 가한다,⑤ 무게 도르래를 이용하여 장시간 동안 뻗침력을 가한다,"뻗침운동(Stretching) 유형
기계적 뻗침 (Mechanical stretching):
     기계 장치(Cuff weight, 도르래)나 석고붕대(Serial casting) 이용
     특징: **낮은 강도(Low load)**로 장시간(Prolonged duration) 뻗침력 적용 (LLPS)
① PNF 기법 ② 탄성 뻗침 ③ 도수 뻗침 ④ 능동 뻗침",물리치료 중재 (운동치료)
2024,52,1교시,15,환자가 목발을 짚고 몸을 앞으로 나아가려고 할 때 어깨뼈가 올라갔다. 근력강화가 필요한 근육은? ① 가시위근 ② 넓은등근 ③ 머리널판근 ④ 위등세모근 ⑤ 어깨올림근,② 넓은등근,"목발 보행(Crutch gait) 필수 근육
목발 짚고 몸을 나아가려면 (예: Swing-through)
팔로 체중을 지지하고 엉덩이를 들어야 함
이때 어깨를 아래로 누르고(Depression) 몸통을 들어 올리는 근육 필요
핵심 근육: 넓은등근(Latissimus dorsi) 어깨가슴근(Pectoralis major)
보상작용: 어깨뼈가 올라감(Elevation) → 위등세모근/어깨올림근 우세 (비효율적)
강화 필요 근육: 넓은등근",물리치료 중재 (운동치료)
2024,52,1교시,16,위팔두갈래근을 강화하기 위해 선자세에서 덤벨을 들고 팔꿉관절 굽힘을 하고자 한다. 시작자세로 옳은 것은? ① 어깨관절 폄-아래팔 뒤침 ② 어깨관절 폄-아래팔 중립 ③ 어깨관절 폄-아래팔 엎침 ④ 어깨관절 굽힘-아래팔 중립 ⑤ 어깨관절 굽힘 아래팔 엎침,① 어깨관절 폄-아래팔 뒤침,"위팔두갈래근(Biceps brachii) 근력강화
위팔두갈래근: 두관절근육 (어깨 굽힘 + 팔꿉 굽힘 + 아래팔 뒤침)
능동불충분 방지: 한 관절(어깨)을 폄(Extension) 시켜 근육을 미리 늘려놓음
최대 활성화: 주된 기능인 아래팔 뒤침(Supination) 자세 유지
시작 자세: 어깨관절 폄 + 아래팔 뒤침
(참고: ③ 엎침(Pronation)은 위팔근(Brachialis) 집중 운동)",물리치료 중재 (운동치료)
2024,52,1교시,17,다음 환자에게 강화해야 할 근육은? • 발가락이 지면에 끌리는 걸음을 하고 있음 • 뒤쪽정지형 발목발보조기를 착용하고 있음 ① 앞정강근 ② 뒤정강근 ③ 장딴지근 ④ 긴종아리근 ⑤ 짧은종아리근,① 앞정강근,"발처짐 보행 (Foot Drop)
증상: 발가락이 끌림 (보행 시 발목 발등굽힘(Dorsiflexion) 안됨)
보조기: 뒤쪽정지형(Posterior stop) AFO → 발바닥굽힘(Plantarflexion) 방지
원인: 발등굽힘 근육 약화
주동근: 앞정강근 (Tibialis anterior)
치료: 앞정강근 근력 강화",물리치료 중재 (운동치료/보행)
2024,52,1교시,18,단단한 지면에서 한 다리서기를 하는 동안 몸통을 앞으로 최대한 기울인 자세를 유지하기 위한 균형조절전략은? ① 현수전략 ② 발디딤전략 ③ 발목관절전략 ④ 무릎관절전략 ⑤ 엉덩관절전략,⑤ 엉덩관절전략,"균형 조절 전략 (Balance Strategy)
발목 전략: 작은 흔들림 (지면 단단함)
엉덩관절 전략: 크고 빠른 흔들림 / 지면이 좁을 때 (한 다리 서기)
문제: '몸통을 앞으로 최대한 기울인' 상태 (신체질량중심(COM)이 지지기저면(BOS) 가장자리)
이 상태에서 균형 유지는 발목 조절만으로는 불가능
**엉덩관절(Hip)**을 축으로 몸통을 반대로 움직여 COM을 조절하는 엉덩관절전략 필요",물리치료 중재 (신경계)
